company,status,analyst report,rating,industry,platform,Valuation / Cap,security type,momentum,amount raised,start date,close date,annual revenue,revenue multiple,investors,average daily raise,min investment,reg type,minority founders,Women Founders,lgbtq founders,social impact,state
Nipyata,Active,No Report,2.93,"Food, Beverage, & Restaurants",StartEngine,"$17,040,000 ",Equity - Common,Cold,"$70,468 ",1/4/2023,4/14/2023,"$1,899,910 ",9x,129,"$2,349 ",$249 ,RegCF,-,-,-,-,California
RAIDATech,Active,No Report,2.48,Financial & Insurance Products & Services,Silicon Prairie Online,"$89,219,325 ",Equity - Common,Cool,"$96,000 ",1/3/2023,12/14/2023,"$195,763 ",455.8x,-,"$3,097 ",$500 ,RegCF,-,-,-,-,North Carolina
WeSave,Active,No Report,1.04,"Business Services, Software, & Applications",Rialto Markets,"$200,000,000 ",Equity - Common,-,-,1/3/2023,10/31/2023,-,-,-,-,$200 ,RegCF,-,-,-,-,California
NYCE,Active,No Report,4.71,Real Estate & Construction,Wefunder,"$125,000,000 ",SAFE,Cold,"$195,804 ",1/3/2023,4/30/2023,"$14,768,428 ",8.5x,468,"$6,316 ",$100 ,RegCF,Yes,-,-,Yes,New York
Cytonics,Active,No Report,1.97,Healthcare & Pharmaceuticals,Dealmaker Securities,"$58,915,995 ",Equity - Preferred,-,-,1/3/2023,4/1/2023,"$307,500 ",191.6x,-,-,"$1,000 ",RegCF,-,-,-,-,Florida
Canopy,Active,Pending Review,4.73,Healthcare & Pharmaceuticals,StartEngine,"$10,003,997 ",Equity - Common,Cold,"$13,569 ",12/30/2022,3/29/2023,"$74,052 ",135.1x,19,$388 ,$245 ,RegCF,-,Yes,-,Yes,New York
Golightly,Active,Pending Review,4.88,Travel and Hospitality,Republic,"$10,000,000 ",SAFE,Warm,"$84,900 ",12/30/2022,3/11/2023,"$119,964 ",83.4x,151,"$2,426 ",$100 ,RegCF,-,Yes,-,-,Florida
Coastal Roots,Active,No Report,1.48,"Alcohol, Tobacco, & Recreational Drugs",MainVest,-,Revenue Share,Warm,"$34,500 ",12/30/2022,3/3/2023,-,-,58,$986 ,$100 ,RegCF,-,Yes,-,-,Massachusetts
Genius Juice,Active,Pending Review,1.64,"Food, Beverage, & Restaurants",Republic,"$14,000,000 ",SAFE,Warm,"$12,800 ",12/30/2022,3/2/2023,"$2,097,333 ",6.7x,29,$366 ,$100 ,RegCF,-,-,-,-,California
Makani Science,Active,No Report,2.19,Healthcare & Pharmaceuticals,StartEngine,"$11,724,635 ",Equity - Common,Cool,"$59,476 ",12/30/2022,2/28/2023,-,-,49,"$1,699 ",$250 ,RegCF,Yes,Yes,-,-,California
Grisly’s Cosmic Black,Active,No Report,2.68,"Food, Beverage, & Restaurants",MainVest,-,Revenue Share,Cold,-,12/30/2022,2/27/2023,"$17,340 ",-,-,-,$100 ,RegCF,-,Yes,-,-,California
JuneBrain,Active,Pending Review,-,Healthcare & Pharmaceuticals,Republic,"$8,000,000 ",SAFE,Cold,"$54,808 ",12/30/2022,3/4/2023,-,-,94,"$1,566 ",$100 ,RegCF,-,-,-,-,Maryland
Cadi,Active,Pending Review,3.08,"Consumer Products, Goods & Services",Dealmaker Securities,"$49,800,000 ",Equity - Common,-,-,12/29/2022,5/1/2023,"$438,345 ",113.6x,-,-,$249 ,RegCF,-,-,-,-,Tennessee
Bar Freda,Active,No Report,1.7,"Food, Beverage, & Restaurants",MainVest,-,Revenue Share,Cold,-,12/29/2022,2/28/2023,"$146,520 ",-,-,-,$100 ,RegCF,-,Yes,-,-,New York
Brooklyn Gin,Active,No Report,2.81,"Alcohol, Tobacco, & Recreational Drugs",Republic,"$30,000,000 ",SAFE,Cool,"$9,550 ",12/28/2022,3/29/2023,"$2,197,355 ",13.7x,18,$258 ,$150 ,RegCF,Yes,-,-,-,New York
"You, Only Virtual",Active,No Report,4.05,"Business Services, Software, & Applications",StartEngine,"$11,986,301 ",Equity - Common,Cold,"$13,460 ",12/28/2022,2/26/2023,-,-,28,$364 ,$250 ,RegCF,-,-,-,-,California
Highline Wellness,Active,No Report,2.43,Healthcare & Pharmaceuticals,Wefunder,"$12,000,000 ",SAFE,Cold,"$60,050 ",12/27/2022,4/30/2023,"$4,533,245 ",2.6x,47,"$1,580 ",$100 ,RegCF,-,-,-,-,New York
Teeccino,Active,Pending Review,3.57,"Food, Beverage, & Restaurants",Wefunder,"$59,992,915 ",Equity - Preferred,Cold,-,12/27/2022,4/30/2023,"$11,360,692 ",5.3x,-,-,$250 ,RegCF,-,Yes,-,-,California
Virtual Storefronts by USPACE,Active,No Report,1.15,"Business Services, Software, & Applications",Wefunder,"$20,000,000 ",Equity - Preferred,Cold,"$54,964 ",12/27/2022,4/30/2023,"$5,299 ",1000x+,36,"$1,446 ",$100 ,RegCF,-,-,-,-,North Carolina
Tusk by VWC (previously Virtual World Computing),Active,No Report,2.22,Financial & Insurance Products & Services,Wefunder,"$10,000,000 ",SAFE,Warm,"$64,936 ",12/27/2022,4/30/2023,"$51,887 ",192.7x,155,"$1,709 ",$100 ,RegCF,-,-,-,-,California
Nobody Studios,Active,No Report,2.3,Financial & Insurance Products & Services,Republic,"$30,000,000 ",SAFE,Warm,"$496,920 ",12/27/2022,2/24/2023,-,-,387,"$13,077 ",$100 ,RegCF,Yes,Yes,-,-,California
Prolific Brewing Company,Active,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,-,Revenue Share,Cold,"$93,055 ",12/27/2022,10/28/2023,-,-,50,"$2,449 ",$250 ,RegCF,-,Yes,-,-,California
Roots & Fruits Juicery,Active,Pending Review,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Cold,"$1,400 ",12/27/2022,2/9/2023,-,-,4,$37 ,$100 ,RegCF,-,-,-,-,Florida
LiveRetail,Active,No Report,1.48,Marketing & Advertising,Netshares,"$20,000,000 ",Equity - Common,-,-,12/26/2022,7/4/2023,-,-,-,-,$200 ,RegCF,-,-,-,-,Florida
Sensory Health,Active,No Report,3.79,Healthcare & Pharmaceuticals,Microventures,"$3,500,000 ",Convertible Note,Cold,"$1,925 ",12/26/2022,5/22/2023,-,-,12,$49 ,$100 ,RegCF,-,-,-,-,Texas
Qnetic,Active,Report Pending,3.15,"Energy, Power, & Natural Resources",Wefunder,"$15,000,000 ",SAFE,Warm,"$398,908 ",12/26/2022,4/30/2023,-,-,257,"$10,228 ",$200 ,RegCF,-,-,-,Yes,New York
Goal Five,Active,No Report,3.67,Apparel & Fashion,Wefunder,"$12,500,000 ",Convertible Note,Cold,"$62,645 ",12/26/2022,4/30/2023,"$2,502,436 ",5x,78,"$1,606 ",$100 ,RegCF,-,Yes,-,-,California
Babe Kombucha,Active,Pending Review,1.92,"Food, Beverage, & Restaurants",Wefunder,"$6,000,000 ",Convertible Note,Cool,"$378,000 ",12/26/2022,4/30/2023,"$1,000,000 ",6x,59,"$9,692 ",$100 ,RegCF,Yes,-,-,-,California
Christini EV,Active,No Report,2.19,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$11,100,000 ",Equity - Common,Cold,"$12,420 ",12/26/2022,2/21/2023,-,-,13,$318 ,$498 ,RegCF,-,-,-,-,Pennsylvania
Moriondo,Active,No Report,3.99,"Food, Beverage, & Restaurants",Republic,"$8,000,000 ",SAFE,Cold,"$39,750 ",12/26/2022,2/19/2023,"$400,000 ",20x,54,"$1,019 ",$100 ,RegCF,-,-,-,Yes,New York
The Jet,Active,No Report,4,"Transportation, Automotive, Aviation, & Aerospace",SeedInvest,"$12,500,000 ",Equity - Preferred,Hot,"$209,121 ",12/26/2022,2/15/2023,"$123,910 ",100.9x,-,"$5,362 ","$1,000 ",RegCF,-,-,-,-,Virginia
Rejuve Therapy,Active,No Report,3.14,Healthcare & Pharmaceuticals,Honeycomb,-,Debt,Cold,$100 ,12/26/2022,2/6/2023,"$165,874 ",-,1,$3 ,$100 ,RegCF,Yes,-,-,-,Texas
Spirit of Speedway,Active,No Report,-,"Media, Entertainment & Publishing",Silicon Prairie Online,"$8,868,000 ",Equity - Common,Cold,"$25,000 ",12/26/2022,5/31/2023,-,-,2,$641 ,"$2,500 ",RegCF,-,-,-,-,Indiana
Oplign,Active,No Report,4.01,"Business Services, Software, & Applications",Folla Capital,-,Revenue Share,Hot,"$163,000 ",12/23/2022,11/30/2023,"$119,614 ",-,-,"$3,881 ","$1,000 ",RegCF,-,-,-,-,Virginia
Boone’s Bourbon,Active,No Report,1.15,"Alcohol, Tobacco, & Recreational Drugs",StartEngine,"$12,210,000 ",Equity - Common,Cool,"$28,373 ",12/23/2022,2/21/2023,"$32,329 ",377.7x,64,$676 ,$100 ,RegCF,-,-,-,-,South Carolina
GolfSuites,Active,No Report,1.32,"Consumer Products, Goods & Services",Dalmore Group,"$231,756,288 ",Equity - Preferred,Cold,"$1,316,607 ",12/22/2022,5/23/2023,"$8,853,965 ",26.2x,327,"$30,619 ",$750 ,RegA+,-,-,-,-,Florida
Upshift,Active,No Report,4.38,"Transportation, Automotive, Aviation, & Aerospace",Wefunder,"$15,000,000 ",SAFE,Hot,"$97,955 ",12/22/2022,4/30/2023,"$196,677 ",76.3x,110,"$2,278 ",$100 ,RegCF,Yes,Yes,-,-,California
CureLab Veterinary,Active,No Report,1.78,"Pet Health, Food, and Services",Netcapital,"$32,653,950 ",Equity - Common,Cold,"$1,350 ",12/22/2022,2/22/2023,-,-,-,$31 ,$120 ,RegCF,-,-,-,-,Massachusetts
Stirling Bridge Group,Active,No Report,-,Financial & Insurance Products & Services,Self Managed,-,Equity - Common,-,-,12/22/2022,12/22/2023,-,-,-,-,$1 ,RegA+,-,-,-,-,Florida
Moy Bien Tea,Active,No Report,4,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Hot,"$21,700 ",12/21/2022,2/10/2023,"$2,114 ",-,23,$493 ,$100 ,RegCF,Yes,Yes,-,Yes,Pennsylvania
CubCrafters,Active,No Report,3.48,"Transportation, Automotive, Aviation, & Aerospace",Title3Funds,"$150,000,000 ",Equity - Preferred,Cold,"$57,550 ",12/20/2022,12/15/2023,"$32,773,691 ",4.6x,-,"$1,279 ",$400 ,RegCF,-,-,-,-,Washington
FemHealth Insights,Active,No Report,3,Healthcare & Pharmaceuticals,Wefunder,"$10,000,000 ",Convertible Note,Cold,"$55,200 ",12/20/2022,4/30/2023,-,-,55,"$1,227 ",$100 ,RegCF,-,Yes,-,-,North Carolina
Perfekto,Active,Pending Review,4.11,"Food, Beverage, & Restaurants",Wefunder,"$10,000,000 ",SAFE,Cold,"$84,711 ",12/20/2022,4/30/2023,"$37,358 ",267.7x,122,"$1,882 ",$100 ,RegCF,Yes,Yes,-,Yes,Delaware
She,Active,No Report,1.12,Financial & Insurance Products & Services,Wefunder,"$6,750,000 ",SAFE,Cold,"$148,949 ",12/20/2022,4/30/2023,-,-,22,"$3,310 ",$150 ,RegCF,-,Yes,-,-,California
Links Golf Cafe,Active,No Report,1.19,"Food, Beverage, & Restaurants",Wefunder,"$6,000,000 ",SAFE,Cold,"$61,000 ",12/20/2022,4/30/2023,-,-,17,"$1,356 ",$100 ,RegCF,-,-,-,-,Arizona
Outsite,Active,Pending Review,4.31,Real Estate & Construction,Wefunder,"$40,000,000 ",SAFE,Warm,"$500,901 ",12/20/2022,4/30/2023,"$2,660,517 ",15x,179,"$11,131 ",$500 ,RegCF,Yes,Yes,-,-,California
Eva Medtec,Active,No Report,4.03,Healthcare & Pharmaceuticals,StartEngine,"$11,030,000 ",Equity - Common,Warm,"$118,926 ",12/20/2022,3/20/2023,"$68,149 ",161.9x,33,"$2,643 ",$299 ,RegCF,-,Yes,-,-,Minnesota
Rustech Brewing,Active,No Report,-,"Food, Beverage, & Restaurants",Silicon Prairie Online,-,Convertible Note,Cold,"$31,000 ",12/20/2022,6/7/2023,-,-,-,$689 ,"$1,000 ",RegCF,-,-,-,-,Minnesota
Aptera Motors,Active,No Report,2.64,"Transportation, Automotive, Aviation, & Aerospace",Republic,"$795,000,000 ",Equity - Common,Cold,"$1,145,791 ",12/19/2022,8/29/2023,-,-,977,"$24,909 ",$210 ,RegA+,-,-,-,Yes,California
Aptera Motors,Active,No Report,2.88,"Transportation, Automotive, Aviation, & Aerospace",Dalmore Group,"$795,000,000 ",Equity - Common,Cold,"$11,444,480 ",12/19/2022,8/29/2023,-,-,"6,895","$248,793 ","$1,000 ",RegA+,-,-,-,Yes,California
Skybound Holdings,Active,Pending Review,3.49,"Media, Entertainment & Publishing",Republic,"$500,000,000 ",Equity - Common,Cool,"$12,183,500 ",12/19/2022,8/14/2023,"$64,386,320 ",7.8x,"4,810","$264,859 ",$500 ,RegA+,-,-,-,-,California
hobbyDB,Active,No Report,4.82,Arts & Crafts,Wefunder,"$16,425,000 ",Equity - Preferred,Warm,"$33,478 ",12/19/2022,4/30/2023,"$418,154 ",39.3x,87,$728 ,$100 ,RegCF,-,-,-,-,Colorado
AdoraPet Biosciences,Active,No Report,1.85,"Pet Health, Food, and Services",Dealmaker Securities,"$35,000,000 ",Equity - Common,-,-,12/19/2022,4/23/2023,-,-,-,-,"$1,000 ",RegCF,Yes,-,-,-,California
Airspace Experience Technologies,Active,No Report,2.81,"Transportation, Automotive, Aviation, & Aerospace",Republic,"$80,000,000 ",SAFE,Warm,"$116,909 ",12/19/2022,3/19/2023,-,-,167,"$2,542 ",$250 ,RegCF,Yes,-,-,-,Michigan
iMetabolic Biopharma,Active,No Report,1.79,Healthcare & Pharmaceuticals,StartEngine,"$25,000,000 ",Convertible Note,Cool,"$246,863 ",12/19/2022,3/16/2023,-,-,207,"$5,367 ",$250 ,RegCF,-,-,-,-,Arizona
Curtiss Motorcycle,Active,No Report,2.73,"Transportation, Automotive, Aviation, & Aerospace",Dealmaker Securities,"$10,393,204 ",Equity - Common,-,-,12/19/2022,2/20/2023,-,-,-,-,$100 ,RegCF,-,-,-,-,Alabama
CovInnovations,Active,No Report,2.55,Healthcare & Pharmaceuticals,StartEngine,"$49,980,000 ",Equity - Common,Cold,"$3,784 ",12/19/2022,2/15/2023,-,-,6,$82 ,$244 ,RegCF,Yes,-,-,-,Nevada
AllerPops,Active,No Report,2.49,Healthcare & Pharmaceuticals,Wefunder,"$9,769,000 ",Equity - Common,Cold,"$89,904 ",12/16/2022,4/30/2023,"$58,156 ",168x,97,"$1,835 ",$250 ,RegCF,Yes,-,-,-,New Mexico
Good Greens Flower,Active,No Report,2.16,"Alcohol, Tobacco, & Recreational Drugs",MainVest,-,Revenue Share,Cold,"$8,900 ",12/16/2022,4/21/2023,-,-,12,$182 ,$100 ,RegCF,-,-,-,-,Massachusetts
Mr Bing Foods,Active,No Report,4.65,"Food, Beverage, & Restaurants",Republic,"$10,000,000 ",SAFE,Cold,"$41,184 ",12/16/2022,2/20/2023,"$206,718 ",48.4x,56,$840 ,$150 ,RegCF,-,-,-,-,New York
FitJab,Active,No Report,2.75,Fitness & Wellness,Netcapital,"$19,402,410 ",Equity - Common,Cool,"$10,542 ",12/15/2022,3/31/2023,"$32,552 ",596x,-,$211 ,$100 ,RegCF,Yes,-,-,-,New York
AGOGIE,Active,No Report,3.86,Fitness & Wellness,StartEngine,"$10,011,938 ",Equity - Common,Cold,"$35,742 ",12/15/2022,3/16/2023,"$3,988,260 ",2.5x,67,$715 ,$102 ,RegCF,-,-,-,-,Montana
El Hempe,Active,No Report,1.77,"Food, Beverage, & Restaurants",StartEngine,"$10,804,024 ",Equity - Common,Cool,"$69,866 ",12/15/2022,2/15/2023,"$1,238 ",1000x+,60,"$1,397 ",$238 ,RegCF,-,-,-,-,Oregon
Envirosult,Active,No Report,1.1,"Energy, Power, & Natural Resources",StartEngine,"$12,500,000 ",Equity - Common,Cold,"$2,872 ",12/15/2022,2/13/2023,-,-,3,$57 ,"$10,000 ",RegCF,-,-,-,Yes,Louisiana
Applied Bioplastics,Active,No Report,2.94,"Consumer Products, Goods & Services",Raise Green,"$20,000,000 ",SAFE,Cold,"$22,000 ",12/14/2022,4/13/2023,"$9,581 ",1000x+,-,$431 ,"$1,000 ",RegCF,-,-,-,Yes,Texas
Carmelitas Tequileria,Active,No Report,4.38,"Food, Beverage, & Restaurants",SMBX,-,Debt,Cool,"$69,160 ",12/14/2022,2/22/2023,"$3,513,539 ",-,-,"$1,356 ",$10 ,RegCF,Yes,-,-,-,California
HyperKelp,Active,No Report,4.17,"Business Services, Software, & Applications",Spaced Ventures,"$10,000,000 ",SAFE,Cold,"$20,950 ",12/13/2022,4/30/2023,-,-,14,$403 ,$250 ,RegCF,-,-,-,-,California
Donorsee,Active,No Report,4.03,Financial & Insurance Products & Services,Wefunder,"$6,000,000 ",Equity - Preferred,Cold,"$246,200 ",12/13/2022,4/30/2023,"$284,264 ",21.1x,57,"$4,735 ",$100 ,RegCF,-,-,-,Yes,Virginia
MySky ECO,Active,No Report,1.21,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$37,450,000 ",Equity - Common,Cold,"$12,821 ",12/13/2022,3/14/2023,-,-,13,$247 ,$250 ,RegCF,-,-,-,Yes,Florida
REVO Powertrains,Active,Pending Review,2.19,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$64,946,578 ",Equity - Common,Cold,"$22,357 ",12/13/2022,3/13/2023,-,-,36,$430 ,$300 ,RegCF,-,-,-,Yes,California
Rize Up,Active,No Report,3.33,"Food, Beverage, & Restaurants",SMBX,-,Debt,Cold,"$187,020 ",12/13/2022,3/2/2023,"$241,229 ",-,-,"$3,597 ",$10 ,RegCF,Yes,-,-,-,California
KeeperAI,Active,No Report,4.1,"Business Services, Software, & Applications",StartEngine,"$13,935,501 ",Equity - Common,Cold,"$61,017 ",12/13/2022,2/11/2023,"$7,500 ",1000x+,19,"$1,173 ",$250 ,RegCF,Yes,-,-,-,New York
Alex’s Awesome Sourdough,Active,No Report,1.61,"Food, Beverage, & Restaurants",Republic,"$6,000,000 ",SAFE,Cold,"$7,750 ",12/13/2022,2/11/2023,"$2,114,429 ",2.8x,21,$149 ,$150 ,RegCF,-,-,-,-,California
Careerlink,Active,No Report,1.92,"Business Services, Software, & Applications",Manhattan Street Capital,"$108,000,000 ",Equity - Preferred,Cold,-,12/12/2022,12/12/2023,"$1,368,622 ",78.9x,-,-,$400 ,RegA+,-,-,-,-,Nebraska
Zencastr,Active,Pending Review,4.57,"Media, Entertainment & Publishing",Wefunder,"$33,000,000 ",SAFE,Cool,"$445,226 ",12/12/2022,4/30/2023,"$2,046,473 ",16.1x,783,"$8,400 ",$100 ,RegCF,Yes,-,-,-,Utah
Skillest,Active,Pending Review,3.38,"Education, Training, & Coaching",Wefunder,"$15,000,000 ",SAFE,Cold,"$351,640 ",12/12/2022,4/30/2023,"$1,965,859 ",7.6x,158,"$6,635 ",$100 ,RegCF,Yes,-,-,-,California
Cognate Language Learning,Active,No Report,2,"Education, Training, & Coaching",Wefunder,"$4,500,000 ",SAFE,Cool,"$55,613 ",12/12/2022,4/30/2023,-,-,16,"$1,049 ",$100 ,RegCF,Yes,Yes,-,-,Delaware
Otherworld,Active,No Report,2.34,"Food, Beverage, & Restaurants",Republic,"$8,000,000 ",SAFE,Cold,"$45,651 ",12/12/2022,2/10/2023,"$72,260 ",110.7x,35,$861 ,$250 ,RegCF,-,Yes,-,-,New York
Project Transcend,Active,No Report,2.05,"Media, Entertainment & Publishing",StartEngine,"$14,520,000 ",Equity - Common,Cold,"$53,208 ",12/12/2022,2/7/2023,-,-,32,"$1,004 ",$149 ,RegCF,-,-,-,-,North Carolina
Shackelford Pharma,Active,No Report,-,Healthcare & Pharmaceuticals,Dealmaker Securities,"$68,195,651 ",Equity - Common,Cold,-,12/12/2022,12/12/2023,-,-,-,-,"$1,500 ",RegA+,-,-,-,-,British Columbia
xCraft,Active,No Report,3.52,"Transportation, Automotive, Aviation, & Aerospace",PicMii,"$53,872,550 ",Equity - Common,Cold,"$6,902 ",12/11/2022,4/30/2023,"$75,302 ",715.4x,-,$128 ,$500 ,RegCF,-,-,-,-,Idaho
Overplay,Active,No Report,4.62,"Media, Entertainment & Publishing",Wefunder,"$15,000,000 ",SAFE,Cold,-,12/11/2022,4/30/2023,-,-,-,-,$100 ,RegCF,-,Yes,-,-,New York
Von Perry,Active,No Report,1.69,Real Estate & Construction,StartEngine,"$10,048,500 ",Equity - Common,Cool,"$55,913 ",12/11/2022,3/9/2023,-,-,148,"$1,035 ",$101 ,RegCF,Yes,-,-,Yes,Texas
AvaWatz,Active,No Report,3.67,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$79,001,212 ",Equity - Common,Cold,"$214,131 ",12/11/2022,3/9/2023,"$757,681 ",104.3x,57,"$3,965 ",$400 ,RegCF,Yes,Yes,-,-,Texas
Relay Point,Active,No Report,1.58,"Transportation, Automotive, Aviation, & Aerospace",Dalmore Group,"$22,000,000 ",Equity - Common,Cold,-,12/9/2022,12/9/2023,-,-,-,-,"$1,500 ",RegA+,-,-,-,-,Nevada
Rule G Brewing,Active,No Report,1.1,"Food, Beverage, & Restaurants",MainVest,-,Revenue Share,Hot,"$50,000 ",12/9/2022,2/3/2023,-,-,131,$893 ,$100 ,RegCF,-,-,-,-,Florida
CrowdSolve,Active,No Report,1.81,"Business Services, Software, & Applications",Wefunder,"$6,000,000 ",SAFE,Cool,"$163,900 ",12/8/2022,4/30/2023,-,-,93,"$2,875 ",$100 ,RegCF,-,Yes,-,Yes,Colorado
Let Us Nudge,Active,No Report,2.22,"Business Services, Software, & Applications",StartEngine,"$5,950,000 ",Equity - Common,Cold,"$11,962 ",12/7/2022,2/6/2023,-,-,15,$206 ,$250 ,RegCF,Yes,-,-,-,New Jersey
Inbox Beverage,Active,No Report,1.29,"Food, Beverage, & Restaurants",StartEngine,"$20,020,000 ",Equity - Common,Cold,"$6,490 ",12/7/2022,2/5/2023,-,-,14,$112 ,$249 ,RegCF,-,-,-,-,North Carolina
GATR Coolers,Active,No Report,1.54,"Consumer Products, Goods & Services",Dealmaker Securities,"$26,000,000 ",Equity - Common,Cold,-,12/6/2022,2/28/2023,"$1,395,139 ",18.6x,-,-,$500 ,RegCF,-,-,-,-,Louisiana
Tapped Mill Creek,Active,No Report,1,"Food, Beverage, & Restaurants",MainVest,-,Revenue Share,Hot,"$204,900 ",12/6/2022,2/3/2023,-,-,79,"$3,473 ",$100 ,RegCF,-,-,-,-,Washington
NovaXS Biotech,Active,No Report,4.65,Healthcare & Pharmaceuticals,Republic,"$14,000,000 ",SAFE,Cold,"$109,198 ",12/6/2022,2/3/2023,"$137,000 ",102.2x,212,"$1,851 ",$100 ,RegCF,Yes,-,-,-,California
The Apartment Queen,Active,No Report,-,Financial & Insurance Products & Services,Silicon Prairie Online,-,Equity - Preferred,Cold,"$75,000 ",12/6/2022,8/23/2023,-,-,5,"$1,271 ","$1,000 ",RegCF,-,Yes,-,Yes,Delaware
Clinch,Active,No Report,-,"Business Services, Software, & Applications",OurCrowd,"$120,000,000 ",Equity - Common,-,-,12/6/2022,2/28/2023,-,-,-,-,$100 ,RegD 506c,Yes,-,-,-,New York
SOZ EV,Active,No Report,4.4,"Transportation, Automotive, Aviation, & Aerospace",Wefunder,-,Revenue Share,Cold,"$69,000 ",12/5/2022,4/30/2023,-,-,13,"$1,150 ",$100 ,RegCF,-,-,-,Yes,Maryland
Mediar,Active,Neutral,2.97,"Business Services, Software, & Applications",Republic,"$12,000,000 ",SAFE,Cold,"$37,151 ",12/5/2022,2/3/2023,"$212,501 ",56.5x,78,$619 ,$150 ,RegCF,Yes,-,-,-,California
Mediloq,Active,No Report,3.19,"Consumer Products, Goods & Services",StartEngine,"$5,994,754 ",Equity - Common,Warm,"$20,271 ",12/5/2022,2/3/2023,"$23,733 ",252.6x,17,$338 ,$249 ,RegCF,-,-,-,Yes,Colorado
Blue Earth Compost,Active,Pending Review,4.46,"Consumer Products, Goods & Services",Wefunder,"$2,000,000 ",Equity - Preferred,Hot,"$281,775 ",12/2/2022,4/30/2023,"$809,422 ",2.5x,218,"$4,473 ",$100 ,RegCF,-,-,-,Yes,Connecticut
SupChina,Active,No Report,3.17,"Media, Entertainment & Publishing",Wefunder,"$41,453,216 ",Equity - Common,Cold,"$333,700 ",12/2/2022,4/30/2023,"$1,078,197 ",38.4x,9,"$5,297 ",$500 ,RegCF,Yes,Yes,-,-,New York
Gryphon Online Safety,Active,Pending Review,4.14,"Security, Cybersecurity, & Defense",Wefunder,"$35,000,000 ",SAFE,Warm,"$265,239 ",12/2/2022,4/30/2023,"$2,770,738 ",12.6x,150,"$4,210 ",$100 ,RegCF,Yes,-,-,-,California
Lightgliders,Active,No Report,3.75,"Media, Entertainment & Publishing",Wefunder,"$15,000,000 ",SAFE,Cold,-,12/2/2022,4/30/2023,"$124,374 ",120.6x,-,-,$100 ,RegCF,-,-,-,-,Missouri
HeyBaby,Active,No Report,1.36,"Media, Entertainment & Publishing",Wefunder,"$10,000,000 ",Convertible Note,Cold,"$12,000 ",12/2/2022,4/30/2023,-,-,-,$190 ,$250 ,RegCF,-,-,-,-,Texas
blueflite,Active,No Report,4.89,"Logistics, Delivery, & Supply Chain",StartEngine,"$21,999,998 ",Equity - Common,Warm,"$306,517 ",12/2/2022,4/30/2023,"$933,230 ",23.6x,87,"$4,865 ",$299 ,RegCF,-,-,-,-,Michigan
GZI,Active,No Report,2.65,"Business Services, Software, & Applications",Netcapital,"$12,905,282 ",Equity - Common,Cold,"$21,823 ",12/2/2022,4/3/2023,-,-,-,$346 ,$100 ,RegCF,-,-,-,-,District of Columbia
Epilog,Active,No Report,3.58,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$53,075,623 ",Equity - Common,Warm,"$181,534 ",12/2/2022,4/3/2023,-,-,143,"$2,881 ",$192 ,RegCF,-,-,-,-,California
COPYTRACK,Active,No Report,1.65,"Business Services, Software, & Applications",Netcapital,"$16,200,000 ",Equity - Common,Cold,$970 ,12/2/2022,3/31/2023,-,-,-,$15 ,$99 ,RegCF,-,-,-,-,Delaware
Fathom Technologies,Active,No Report,1.7,"Business Services, Software, & Applications",Wefunder,"$10,000,000 ",SAFE,Cold,"$158,000 ",12/2/2022,2/10/2023,-,-,-,"$2,508 ",$100 ,RegCF,-,-,-,-,Texas
Endo,Active,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",MainVest,-,Revenue Share,Warm,"$36,200 ",12/2/2022,2/28/2023,-,-,42,$575 ,$100 ,RegCF,-,-,-,-,New Mexico
dexFreight,Active,No Report,4.74,"Logistics, Delivery, & Supply Chain",Republic,"$37,000,000 ",SAFE,Cold,"$21,710 ",12/1/2022,4/3/2023,"$12,177 ",1000x+,28,$339 ,$250 ,RegCF,Yes,-,-,-,Florida
SolarGaps,Active,Pending Review,4.58,"Energy, Power, & Natural Resources",StartEngine,"$15,030,000 ",Equity - Common,Cold,"$473,015 ",12/1/2022,2/28/2023,"$17,427 ",862.5x,136,"$7,391 ",$499 ,RegCF,-,-,-,Yes,California
The Yard,Active,No Report,3.43,"Media, Entertainment & Publishing",StartEngine,"$9,300,010 ",Equity - Common,Cold,"$30,620 ",12/1/2022,2/28/2023,-,-,29,$478 ,$250 ,RegCF,-,-,-,-,Indiana
Clear Protocol,Active,No Report,2.65,Healthcare & Pharmaceuticals,Silicon Prairie Online,"$4,000,000 ",Convertible Note,Cold,-,11/30/2022,12/15/2023,-,-,-,-,"$1,000 ",RegCF,-,Yes,-,-,California
Sienna Sauce,Active,No Report,2.54,"Food, Beverage, & Restaurants",Wefunder,"$7,500,000 ",SAFE,Cool,"$2,198 ",11/30/2022,4/30/2023,"$685,495 ",10.9x,-,$34 ,$100 ,RegCF,Yes,Yes,-,-,Texas
